gameID,turn,side,move,error
57381307,2,red,E3+5,"Cannot resolve move=E3+5, side=red, candidates=[(9, 6)]"
57381308,1,black,h8+7,"Cannot resolve move=h8+7, side=black, candidates=[(0, 7)]"
57381309,1,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381310,1,black,h8+7,"Cannot resolve move=h8+7, side=black, candidates=[(0, 7)]"
57381311,2,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381312,1,red,E7+5,"Cannot resolve move=E7+5, side=red, candidates=[(9, 2)]"
57381313,1,black,e7+5,"Cannot resolve move=e7+5, side=black, candidates=[(0, 6)]"
57381314,1,red,E3+5,"Cannot resolve move=E3+5, side=red, candidates=[(9, 6)]"
57381315,1,black,h8+7,"Cannot resolve move=h8+7, side=black, candidates=[(0, 7)]"
57381316,2,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381317,1,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381318,1,black,h2+3,"Cannot resolve move=h2+3, side=black, candidates=[(0, 1)]"
57381319,1,black,h2+3,"Cannot resolve move=h2+3, side=black, candidates=[(0, 1)]"
57381320,1,black,e3+5,"Cannot resolve move=e3+5, side=black, candidates=[(0, 2)]"
57381321,2,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381322,1,red,A4+5,"Cannot resolve move=A4+5, side=red, candidates=[(9, 5)]"
57381323,2,black,h8+7,"Cannot resolve move=h8+7, side=black, candidates=[(0, 7)]"
57381324,2,black,h2+3,"Cannot resolve move=h2+3, side=black, candidates=[(0, 1)]"
57381325,1,red,E7+5,"Cannot resolve move=E7+5, side=red, candidates=[(9, 2)]"
57381326,1,red,E3+5,"Cannot resolve move=E3+5, side=red, candidates=[(9, 6)]"
57381327,1,black,h8+7,"Cannot resolve move=h8+7, side=black, candidates=[(0, 7)]"
57381328,1,black,h8+7,"Cannot resolve move=h8+7, side=black, candidates=[(0, 7)]"
57381329,2,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381330,2,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381331,2,black,a4+5,"Cannot resolve move=a4+5, side=black, candidates=[(0, 3)]"
57381332,1,black,h8+7,"Cannot resolve move=h8+7, side=black, candidates=[(0, 7)]"
57381333,1,black,h2+3,"Cannot resolve move=h2+3, side=black, candidates=[(0, 1)]"
57381334,2,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381335,1,black,h2+3,"Cannot resolve move=h2+3, side=black, candidates=[(0, 1)]"
57381336,1,black,h8+7,"Cannot resolve move=h8+7, side=black, candidates=[(0, 7)]"
57381337,1,black,h8+7,"Cannot resolve move=h8+7, side=black, candidates=[(0, 7)]"
57381338,1,black,h8+7,"Cannot resolve move=h8+7, side=black, candidates=[(0, 7)]"
57381339,1,red,A6+5,"Cannot resolve move=A6+5, side=red, candidates=[(9, 3)]"
57381340,1,black,e3+5,"Cannot resolve move=e3+5, side=black, candidates=[(0, 2)]"
57381341,2,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381342,1,black,h2+3,"Cannot resolve move=h2+3, side=black, candidates=[(0, 1)]"
57381343,2,black,a4+5,"Cannot resolve move=a4+5, side=black, candidates=[(0, 3)]"
57381344,1,black,h2+3,"Cannot resolve move=h2+3, side=black, candidates=[(0, 1)]"
57381345,2,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381346,2,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381347,1,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381348,1,black,h2+3,"Cannot resolve move=h2+3, side=black, candidates=[(0, 1)]"
57381349,2,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381350,1,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381351,1,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381352,2,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381353,1,red,E3+5,"Cannot resolve move=E3+5, side=red, candidates=[(9, 6)]"
57381354,1,black,h2+3,"Cannot resolve move=h2+3, side=black, candidates=[(0, 1)]"
57381355,1,red,E3+5,"Cannot resolve move=E3+5, side=red, candidates=[(9, 6)]"
57381356,2,black,a4+5,"Cannot resolve move=a4+5, side=black, candidates=[(0, 3)]"
57381357,1,red,E3+5,"Cannot resolve move=E3+5, side=red, candidates=[(9, 6)]"
57381358,1,red,E3+5,"Cannot resolve move=E3+5, side=red, candidates=[(9, 6)]"
57381359,2,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381360,1,black,h8+7,"Cannot resolve move=h8+7, side=black, candidates=[(0, 7)]"
57381361,1,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381362,1,black,h2+3,"Cannot resolve move=h2+3, side=black, candidates=[(0, 1)]"
57381363,1,black,a6+5,"Cannot resolve move=a6+5, side=black, candidates=[(0, 5)]"
57381364,1,red,A6+5,"Cannot resolve move=A6+5, side=red, candidates=[(9, 3)]"
57381365,1,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381366,2,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381367,1,black,h2+3,"Cannot resolve move=h2+3, side=black, candidates=[(0, 1)]"
57381368,2,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381369,2,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381370,1,red,E3+5,"Cannot resolve move=E3+5, side=red, candidates=[(9, 6)]"
57381371,1,black,h2+3,"Cannot resolve move=h2+3, side=black, candidates=[(0, 1)]"
57381372,2,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381373,1,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381374,2,black,a4+5,"Cannot resolve move=a4+5, side=black, candidates=[(0, 3)]"
57381375,2,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381376,1,red,E3+5,"Cannot resolve move=E3+5, side=red, candidates=[(9, 6)]"
57381377,2,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381378,1,black,h2+3,"Cannot resolve move=h2+3, side=black, candidates=[(0, 1)]"
57381379,1,black,h2+3,"Cannot resolve move=h2+3, side=black, candidates=[(0, 1)]"
57381380,1,red,A4+5,"Cannot resolve move=A4+5, side=red, candidates=[(9, 5)]"
57381381,1,red,E7+5,"Cannot resolve move=E7+5, side=red, candidates=[(9, 2)]"
57381382,1,black,h2+3,"Cannot resolve move=h2+3, side=black, candidates=[(0, 1)]"
57381383,1,black,h2+3,"Cannot resolve move=h2+3, side=black, candidates=[(0, 1)]"
57381384,2,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381385,2,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381386,1,red,E7+5,"Cannot resolve move=E7+5, side=red, candidates=[(9, 2)]"
57381387,2,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381388,2,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381389,1,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381391,2,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381392,2,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381393,1,black,h2+3,"Cannot resolve move=h2+3, side=black, candidates=[(0, 1)]"
57381394,2,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381395,1,red,A6+5,"Cannot resolve move=A6+5, side=red, candidates=[(9, 3)]"
57381396,1,red,E7+5,"Cannot resolve move=E7+5, side=red, candidates=[(9, 2)]"
57381397,1,black,h8+7,"Cannot resolve move=h8+7, side=black, candidates=[(0, 7)]"
57381398,2,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381399,1,black,h2+3,"Cannot resolve move=h2+3, side=black, candidates=[(0, 1)]"
57381400,1,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381401,2,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381402,1,black,h8+7,"Cannot resolve move=h8+7, side=black, candidates=[(0, 7)]"
57381403,1,black,h8+7,"Cannot resolve move=h8+7, side=black, candidates=[(0, 7)]"
57381404,1,black,e3+5,"Cannot resolve move=e3+5, side=black, candidates=[(0, 2)]"
57381405,2,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381406,1,black,h2+3,"Cannot resolve move=h2+3, side=black, candidates=[(0, 1)]"
57381407,1,red,E3+5,"Cannot resolve move=E3+5, side=red, candidates=[(9, 6)]"
57381408,2,black,h2+3,"Cannot resolve move=h2+3, side=black, candidates=[(0, 1)]"
57381409,2,black,a4+5,"Cannot resolve move=a4+5, side=black, candidates=[(0, 3)]"
57381411,1,red,K5+1,"Cannot resolve move=K5+1, side=red, candidates=[(9, 4)]"
57381412,2,red,E3+5,"Cannot resolve move=E3+5, side=red, candidates=[(9, 6)]"
57381413,1,black,h2+3,"Cannot resolve move=h2+3, side=black, candidates=[(0, 1)]"
57381414,2,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381415,1,red,E7+5,"Cannot resolve move=E7+5, side=red, candidates=[(9, 2)]"
57381416,1,black,h8+7,"Cannot resolve move=h8+7, side=black, candidates=[(0, 7)]"
57381417,1,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381418,2,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381419,2,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381420,2,black,a4+5,"Cannot resolve move=a4+5, side=black, candidates=[(0, 3)]"
57381421,1,black,e7+5,"Cannot resolve move=e7+5, side=black, candidates=[(0, 6)]"
57381422,1,black,h8+7,"Cannot resolve move=h8+7, side=black, candidates=[(0, 7)]"
57381423,2,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381424,2,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381425,1,black,h8+7,"Cannot resolve move=h8+7, side=black, candidates=[(0, 7)]"
57381426,2,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381427,2,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381428,1,black,h8+7,"Cannot resolve move=h8+7, side=black, candidates=[(0, 7)]"
57381429,1,black,a4+5,"Cannot resolve move=a4+5, side=black, candidates=[(0, 3)]"
57381430,1,black,e3+5,"Cannot resolve move=e3+5, side=black, candidates=[(0, 2)]"
57381431,1,black,e7+5,"Cannot resolve move=e7+5, side=black, candidates=[(0, 6)]"
57381432,1,red,E3+5,"Cannot resolve move=E3+5, side=red, candidates=[(9, 6)]"
57381433,2,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381434,1,black,h2+3,"Cannot resolve move=h2+3, side=black, candidates=[(0, 1)]"
57381435,1,black,e7+5,"Cannot resolve move=e7+5, side=black, candidates=[(0, 6)]"
57381436,2,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381437,1,black,h2+3,"Cannot resolve move=h2+3, side=black, candidates=[(0, 1)]"
57381438,2,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381439,2,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381440,1,black,h8+7,"Cannot resolve move=h8+7, side=black, candidates=[(0, 7)]"
57381441,1,black,h2+3,"Cannot resolve move=h2+3, side=black, candidates=[(0, 1)]"
57381442,2,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381443,1,black,a4+5,"Cannot resolve move=a4+5, side=black, candidates=[(0, 3)]"
57381444,1,black,e3+5,"Cannot resolve move=e3+5, side=black, candidates=[(0, 2)]"
57381445,1,black,h8+7,"Cannot resolve move=h8+7, side=black, candidates=[(0, 7)]"
57381446,1,black,e7+5,"Cannot resolve move=e7+5, side=black, candidates=[(0, 6)]"
57381447,2,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381448,2,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381449,2,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381450,1,black,h8+7,"Cannot resolve move=h8+7, side=black, candidates=[(0, 7)]"
57381451,1,black,e7+5,"Cannot resolve move=e7+5, side=black, candidates=[(0, 6)]"
57381452,1,black,h8+7,"Cannot resolve move=h8+7, side=black, candidates=[(0, 7)]"
57381453,2,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381454,1,red,E7+5,"Cannot resolve move=E7+5, side=red, candidates=[(9, 2)]"
57381455,1,red,E3+5,"Cannot resolve move=E3+5, side=red, candidates=[(9, 6)]"
57381456,2,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381457,1,black,e7+5,"Cannot resolve move=e7+5, side=black, candidates=[(0, 6)]"
57381458,1,black,a6+5,"Cannot resolve move=a6+5, side=black, candidates=[(0, 5)]"
57381459,1,black,h2+3,"Cannot resolve move=h2+3, side=black, candidates=[(0, 1)]"
57381460,1,red,E7+5,"Cannot resolve move=E7+5, side=red, candidates=[(9, 2)]"
57381461,2,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381462,1,black,e7+5,"Cannot resolve move=e7+5, side=black, candidates=[(0, 6)]"
57381463,2,red,A4+5,"Cannot resolve move=A4+5, side=red, candidates=[(9, 5)]"
57381464,1,black,h8+7,"Cannot resolve move=h8+7, side=black, candidates=[(0, 7)]"
57381465,1,black,h8+7,"Cannot resolve move=h8+7, side=black, candidates=[(0, 7)]"
57381466,1,black,h8+7,"Cannot resolve move=h8+7, side=black, candidates=[(0, 7)]"
57381467,1,red,E3+5,"Cannot resolve move=E3+5, side=red, candidates=[(9, 6)]"
57381468,1,red,E3+5,"Cannot resolve move=E3+5, side=red, candidates=[(9, 6)]"
57381469,1,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381470,1,black,e3+5,"Cannot resolve move=e3+5, side=black, candidates=[(0, 2)]"
57381471,1,red,E3+5,"Cannot resolve move=E3+5, side=red, candidates=[(9, 6)]"
57381472,1,black,h8+7,"Cannot resolve move=h8+7, side=black, candidates=[(0, 7)]"
57381473,1,black,h8+7,"Cannot resolve move=h8+7, side=black, candidates=[(0, 7)]"
57381474,1,black,h2+3,"Cannot resolve move=h2+3, side=black, candidates=[(0, 1)]"
57381475,2,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381476,1,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381477,2,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381478,2,black,a6+5,"Cannot resolve move=a6+5, side=black, candidates=[(0, 5)]"
57381479,1,black,e3+5,"Cannot resolve move=e3+5, side=black, candidates=[(0, 2)]"
57381480,2,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381481,1,black,h2+3,"Cannot resolve move=h2+3, side=black, candidates=[(0, 1)]"
57381482,1,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381483,2,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381484,2,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381485,1,black,h2+3,"Cannot resolve move=h2+3, side=black, candidates=[(0, 1)]"
57381486,2,black,h8+7,"Cannot resolve move=h8+7, side=black, candidates=[(0, 7)]"
57381487,1,black,h8+7,"Cannot resolve move=h8+7, side=black, candidates=[(0, 7)]"
57381488,2,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381489,2,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381490,1,red,E3+5,"Cannot resolve move=E3+5, side=red, candidates=[(9, 6)]"
57381491,2,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381492,1,black,h8+7,"Cannot resolve move=h8+7, side=black, candidates=[(0, 7)]"
57381493,1,black,e3+5,"Cannot resolve move=e3+5, side=black, candidates=[(0, 2)]"
57381494,1,black,h2+3,"Cannot resolve move=h2+3, side=black, candidates=[(0, 1)]"
57381495,1,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381496,1,red,E7+5,"Cannot resolve move=E7+5, side=red, candidates=[(9, 2)]"
57381497,1,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381498,1,black,h8+7,"Cannot resolve move=h8+7, side=black, candidates=[(0, 7)]"
57381499,2,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381500,2,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381501,1,black,h8+7,"Cannot resolve move=h8+7, side=black, candidates=[(0, 7)]"
57381502,2,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381503,1,red,E3+5,"Cannot resolve move=E3+5, side=red, candidates=[(9, 6)]"
57381504,2,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381505,1,black,h8+7,"Cannot resolve move=h8+7, side=black, candidates=[(0, 7)]"
57381507,1,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381508,2,red,A6+5,"Cannot resolve move=A6+5, side=red, candidates=[(9, 3)]"
57381509,1,black,h2+3,"Cannot resolve move=h2+3, side=black, candidates=[(0, 1)]"
57381510,1,black,e7+5,"Cannot resolve move=e7+5, side=black, candidates=[(0, 6)]"
57381511,1,black,e3+5,"Cannot resolve move=e3+5, side=black, candidates=[(0, 2)]"
57381513,1,black,h2+3,"Cannot resolve move=h2+3, side=black, candidates=[(0, 1)]"
57381514,1,black,e3+5,"Cannot resolve move=e3+5, side=black, candidates=[(0, 2)]"
57381515,2,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381516,1,black,h2+3,"Cannot resolve move=h2+3, side=black, candidates=[(0, 1)]"
57381517,1,black,h8+7,"Cannot resolve move=h8+7, side=black, candidates=[(0, 7)]"
57381518,2,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381519,1,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381520,2,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381521,1,black,h8+7,"Cannot resolve move=h8+7, side=black, candidates=[(0, 7)]"
57381522,2,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381523,1,black,e3+5,"Cannot resolve move=e3+5, side=black, candidates=[(0, 2)]"
57381525,1,black,h2+3,"Cannot resolve move=h2+3, side=black, candidates=[(0, 1)]"
57381526,1,black,e3+5,"Cannot resolve move=e3+5, side=black, candidates=[(0, 2)]"
57381527,2,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381528,1,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381529,3,black,a6+5,"Cannot resolve move=a6+5, side=black, candidates=[(0, 5)]"
57381530,1,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381532,1,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381533,1,red,E7+5,"Cannot resolve move=E7+5, side=red, candidates=[(9, 2)]"
57381534,2,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381535,2,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381536,2,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381537,1,black,h8+7,"Cannot resolve move=h8+7, side=black, candidates=[(0, 7)]"
57381538,1,black,h2+3,"Cannot resolve move=h2+3, side=black, candidates=[(0, 1)]"
57381539,1,red,A4+5,"Cannot resolve move=A4+5, side=red, candidates=[(9, 5)]"
57381540,1,black,h2+3,"Cannot resolve move=h2+3, side=black, candidates=[(0, 1)]"
57381541,2,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381542,2,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381543,1,black,a6+5,"Cannot resolve move=a6+5, side=black, candidates=[(0, 5)]"
57381544,1,black,h2+3,"Cannot resolve move=h2+3, side=black, candidates=[(0, 1)]"
57381545,1,black,e3+5,"Cannot resolve move=e3+5, side=black, candidates=[(0, 2)]"
57381546,1,black,h8+7,"Cannot resolve move=h8+7, side=black, candidates=[(0, 7)]"
57381547,1,black,h8+7,"Cannot resolve move=h8+7, side=black, candidates=[(0, 7)]"
57381548,1,red,A4+5,"Cannot resolve move=A4+5, side=red, candidates=[(9, 5)]"
57381549,1,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381550,2,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381551,1,red,E3+5,"Cannot resolve move=E3+5, side=red, candidates=[(9, 6)]"
57381552,2,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381553,1,black,e7+5,"Cannot resolve move=e7+5, side=black, candidates=[(0, 6)]"
57381554,1,red,E7+5,"Cannot resolve move=E7+5, side=red, candidates=[(9, 2)]"
57381555,4,black,h8+7,"Cannot resolve move=h8+7, side=black, candidates=[(0, 7)]"
57381556,2,black,h2+3,"Cannot resolve move=h2+3, side=black, candidates=[(0, 1)]"
57381557,1,red,E7+5,"Cannot resolve move=E7+5, side=red, candidates=[(9, 2)]"
57381558,2,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381559,1,red,E3+5,"Cannot resolve move=E3+5, side=red, candidates=[(9, 6)]"
57381560,1,red,E7+5,"Cannot resolve move=E7+5, side=red, candidates=[(9, 2)]"
57381561,2,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381562,1,black,h8+7,"Cannot resolve move=h8+7, side=black, candidates=[(0, 7)]"
57381563,2,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381564,1,red,E3+5,"Cannot resolve move=E3+5, side=red, candidates=[(9, 6)]"
57381565,2,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381566,1,red,E7+5,"Cannot resolve move=E7+5, side=red, candidates=[(9, 2)]"
57381567,2,red,A4+5,"Cannot resolve move=A4+5, side=red, candidates=[(9, 5)]"
57381568,1,black,a6+5,"Cannot resolve move=a6+5, side=black, candidates=[(0, 5)]"
57381569,2,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381570,2,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381571,2,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381572,1,black,e7+5,"Cannot resolve move=e7+5, side=black, candidates=[(0, 6)]"
57381573,1,black,h2+3,"Cannot resolve move=h2+3, side=black, candidates=[(0, 1)]"
57381574,1,black,h8+7,"Cannot resolve move=h8+7, side=black, candidates=[(0, 7)]"
57381575,1,black,e7+5,"Cannot resolve move=e7+5, side=black, candidates=[(0, 6)]"
57381576,1,black,h2+3,"Cannot resolve move=h2+3, side=black, candidates=[(0, 1)]"
57381577,1,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381578,1,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381579,1,black,h2+3,"Cannot resolve move=h2+3, side=black, candidates=[(0, 1)]"
57381580,2,black,e7+5,"Cannot resolve move=e7+5, side=black, candidates=[(0, 6)]"
57381581,1,red,E3+5,"Cannot resolve move=E3+5, side=red, candidates=[(9, 6)]"
57381582,1,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381583,1,black,h8+7,"Cannot resolve move=h8+7, side=black, candidates=[(0, 7)]"
57381584,1,black,h2+3,"Cannot resolve move=h2+3, side=black, candidates=[(0, 1)]"
57381585,2,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381586,2,black,a6+5,"Cannot resolve move=a6+5, side=black, candidates=[(0, 5)]"
57381587,2,black,e3+5,"Cannot resolve move=e3+5, side=black, candidates=[(0, 2)]"
57381588,1,red,E3+5,"Cannot resolve move=E3+5, side=red, candidates=[(9, 6)]"
57381589,3,black,h2+3,"Cannot resolve move=h2+3, side=black, candidates=[(0, 1)]"
57381590,2,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381591,2,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381592,2,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381593,1,black,h2+3,"Cannot resolve move=h2+3, side=black, candidates=[(0, 1)]"
57381594,2,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381595,1,black,e3+5,"Cannot resolve move=e3+5, side=black, candidates=[(0, 2)]"
57381596,2,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381597,1,black,h2+3,"Cannot resolve move=h2+3, side=black, candidates=[(0, 1)]"
57381598,1,black,h8+7,"Cannot resolve move=h8+7, side=black, candidates=[(0, 7)]"
57381599,1,black,h2+3,"Cannot resolve move=h2+3, side=black, candidates=[(0, 1)]"
57381600,2,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381601,2,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381602,2,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381603,1,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381604,2,black,h2+3,"Cannot resolve move=h2+3, side=black, candidates=[(0, 1)]"
57381605,1,black,h2+3,"Cannot resolve move=h2+3, side=black, candidates=[(0, 1)]"
57381606,1,black,h2+3,"Cannot resolve move=h2+3, side=black, candidates=[(0, 1)]"
57381607,1,black,h8+7,"Cannot resolve move=h8+7, side=black, candidates=[(0, 7)]"
57381608,1,black,h8+7,"Cannot resolve move=h8+7, side=black, candidates=[(0, 7)]"
57381609,2,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381610,1,red,E7+5,"Cannot resolve move=E7+5, side=red, candidates=[(9, 2)]"
57381611,2,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381612,1,black,e3+5,"Cannot resolve move=e3+5, side=black, candidates=[(0, 2)]"
57381613,1,black,h2+3,"Cannot resolve move=h2+3, side=black, candidates=[(0, 1)]"
57381614,2,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381615,1,red,E7+5,"Cannot resolve move=E7+5, side=red, candidates=[(9, 2)]"
57381616,1,black,h2+3,"Cannot resolve move=h2+3, side=black, candidates=[(0, 1)]"
